epoch_id,campaign_id,sequence_id,output_time,gps_seconds,fixed_lat_deg,fixed_lon_deg,fixed_height_m,ratio,n_sat_solution,pos_sigma_h,pos_sigma_v,reference_lat_deg,reference_lon_deg,fixed_error_h
1,DATA13,DATA13,2021-11-18 04:38:50.001000,1321245530.0,30.534804722,114.421190774,12.6226,4.3,12,0.007433034373659253,0.0198,30.5348047174,114.4211905717,0.019420400184692203
2,DATA13,DATA13,2021-11-18 04:38:51.001000,1321245531.0,30.53480471,114.421190787,12.6314,4.9,13,0.007234638899074369,0.0184,30.5348047174,114.4211905717,0.02067752814097158
3,DATA13,DATA13,2021-11-18 04:38:52.001000,1321245532.0,30.534804703,114.421190775,12.6375,12.6,14,0.00709365914038728,0.0184,30.5348047175,114.4211905717,0.019575780759545514
4,DATA13,DATA13,2021-11-18 04:38:53.001000,1321245533.0,30.534804697,114.421190783,12.6369,11.8,14,0.00709365914038728,0.0184,30.5348047175,114.4211905717,0.020404348807099744
5,DATA13,DATA13,2021-11-18 04:38:54.001000,1321245534.0,30.534804716,114.421190779,12.6348,8.6,14,0.00709365914038728,0.0184,30.5348047175,114.4211905716,0.019903820499875595
6,DATA13,DATA13,2021-11-18 04:38:55.001000,1321245535.0,30.53480472,114.421190772,12.6337,10.1,14,0.00709365914038728,0.0184,30.5348047175,114.4211905716,0.019233367815265
7,DATA13,DATA13,2021-11-18 04:38:56.001000,1321245536.0,30.534804731,114.421190761,12.6231,9.5,15,0.006794115100585212,0.0144,30.5348047175,114.4211905716,0.018237270779540984
8,DATA13,DATA13,2021-11-18 04:38:57.001000,1321245537.0,30.534804717,114.421190787,12.6241,18.0,19,0.006293647591023825,0.014,30.5348047174,114.4211905718,0.02065169904807419
9,DATA13,DATA13,2021-11-18 04:38:58.001000,1321245538.0,30.534804722,114.421190755,12.6249,16.1,21,0.005586591089385368,0.0131,30.5348047175,114.4211905717,0.01759744252882021
10,DATA13,DATA13,2021-11-18 04:38:59.001000,1321245539.0,30.534804711,114.421190791,12.6218,28.7,21,0.005586591089385368,0.0131,30.5348047175,114.4211905717,0.021057440035697088
11,DATA13,DATA13,2021-11-18 04:39:01.001000,1321245541.0,30.534804723,114.421190777,12.6226,22.6,21,0.005586591089385368,0.0131,30.5348047175,114.4211905717,0.019711032135787912
12,DATA13,DATA13,2021-11-18 04:39:02.001000,1321245542.0,30.534804715,114.421190799,12.6195,23.3,21,0.005586591089385368,0.0131,30.5348047174,114.4211905717,0.02181444957064387
13,DATA13,DATA13,2021-11-18 04:39:03.000000,1321245543.0,30.534804725,114.421190789,12.62,25.1,21,0.005586591089385368,0.0131,30.5348047174,114.4211905717,0.020870191424553312
14,DATA13,DATA13,2021-11-18 04:39:04.000000,1321245544.0,30.534804708,114.421190786,12.6241,30.4,21,0.005586591089385368,0.0131,30.5348047175,114.4211905718,0.02058264910478906
15,DATA13,DATA13,2021-11-18 04:39:05.000000,1321245545.0,30.534804705,114.421190784,12.6249,26.2,21,0.005586591089385368,0.0131,30.5348047175,114.4211905717,0.02042042797475801
16,DATA13,DATA13,2021-11-18 04:39:06.000000,1321245546.0,30.534804715,114.421190776,12.6223,23.0,22,0.00551543289325507,0.013,30.5348047175,114.4211905717,0.019607592368502264
17,DATA13,DATA13,2021-11-18 04:39:07.000000,1321245547.0,30.534804706,114.421190773,12.6172,22.7,22,0.00551543289325507,0.013,30.5348047175,114.4211905717,0.019359762487759263
18,DATA13,DATA13,2021-11-18 04:39:08.000000,1321245548.0,30.534804713,114.421190801,12.6213,35.4,22,0.005303772242470448,0.0126,30.5348047175,114.4211905717,0.02201040955162845
19,DATA13,DATA13,2021-11-18 04:39:09.000000,1321245549.0,30.534804707,114.421190803,12.6194,25.8,22,0.005303772242470448,0.0126,30.5348047175,114.4211905717,0.02222718771967233
20,DATA13,DATA13,2021-11-18 04:39:10.000000,1321245550.0,30.534804714,114.421190786,12.623,24.1,22,0.005303772242470448,0.0126,30.5348047175,114.4211905717,0.0205689425040456
21,DATA13,DATA13,2021-11-18 04:39:11.000000,1321245551.0,30.534804715,114.421190789,12.6169,41.3,22,0.005303772242470448,0.0126,30.5348047175,114.4211905717,0.020855019185862873
22,DATA13,DATA13,2021-11-18 04:39:12.000000,1321245552.0,30.534804714,114.421190778,12.6209,34.0,22,0.005303772242470448,0.0125,30.5348047175,114.4211905717,0.019801365012881284
23,DATA13,DATA13,2021-11-18 04:39:13.000000,1321245553.0,30.534804705,114.421190786,12.6233,53.7,22,0.005303772242470448,0.0125,30.5348047175,114.4211905718,0.0206023445904776
24,DATA13,DATA13,2021-11-18 04:39:14.000000,1321245554.0,30.534804703,114.42119078,12.6201,26.2,22,0.005303772242470448,0.0125,30.5348047175,114.4211905717,0.020054024656483652
25,DATA13,DATA13,2021-11-18 04:39:15.000000,1321245555.0,30.534804715,114.421190775,12.6232,43.8,22,0.005303772242470448,0.0125,30.5348047175,114.4211905718,0.01950204126354512
26,DATA13,DATA13,2021-11-18 04:39:16.000000,1321245556.0,30.534804722,114.421190799,12.6167,35.4,22,0.005303772242470448,0.0125,30.5348047175,114.4211905718,0.021808937648069206
27,DATA13,DATA13,2021-11-18 04:39:17.000000,1321245557.0,30.534804701,114.421190797,12.6207,31.8,22,0.005303772242470448,0.0125,30.5348047175,114.4211905718,0.021688575875579968
28,DATA13,DATA13,2021-11-18 04:39:18.000000,1321245558.0,30.534804705,114.421190794,12.6155,39.7,22,0.005303772242470448,0.0125,30.5348047175,114.421190572,0.021349234338848486
29,DATA13,DATA13,2021-11-18 04:39:19.000000,1321245559.0,30.534804694,114.421190797,12.6141,48.3,22,0.005303772242470448,0.0125,30.5348047176,114.4211905722,0.021730986589470605
30,DATA13,DATA13,2021-11-18 04:39:20.000000,1321245560.0,30.534804702,114.421190795,12.6204,32.4,22,0.005303772242470448,0.0125,30.5348047177,114.421190573,0.021375193051737403
31,DATA13,DATA13,2021-11-18 04:39:21.000000,1321245561.0,30.534804692,114.421190771,12.6301,12.4,24,0.005232590180780452,0.011,30.5348047445,114.4211906693,0.011363345419323033
32,DATA13,DATA13,2021-11-18 04:39:22.000000,1321245562.0,30.534804712,114.42119078,12.6212,13.9,24,0.005232590180780452,0.011,30.5348047397,114.4211906534,0.01253125433332243
33,DATA13,DATA13,2021-11-18 04:39:23.000000,1321245563.0,30.534804701,114.421190778,12.6308,12.9,25,0.005232590180780452,0.011,30.5348047377,114.4211906467,0.013240793235324934
34,DATA13,DATA13,2021-11-18 04:39:24.000000,1321245564.0,30.53480472,114.421190801,12.6253,14.0,25,0.005232590180780452,0.011,30.5348047367,114.4211906442,0.015160767284825186
35,DATA13,DATA13,2021-11-18 04:39:25.000000,1321245565.0,30.5348047,114.421190791,12.6378,13.4,25,0.005162363799656123,0.0109,30.5348047359,114.4211906447,0.01459288043559179
36,DATA13,DATA13,2021-11-18 04:39:26.000000,1321245566.0,30.5348047,114.421190767,12.6344,12.2,25,0.005162363799656123,0.0109,30.534804736,114.4211906465,0.01223311543082889
37,DATA13,DATA13,2021-11-18 04:39:27.000000,1321245567.0,30.5348047,114.421190794,12.6305,11.1,25,0.005162363799656123,0.0109,30.5348047359,114.4211906473,0.014629815982617644
38,DATA13,DATA13,2021-11-18 04:39:28.000000,1321245568.0,30.534804715,114.421190796,12.6348,10.5,25,0.005162363799656123,0.0109,30.5348047358,114.4211906477,0.01441720015914182
39,DATA13,DATA13,2021-11-18 04:39:29.000000,1321245569.0,30.534804701,114.42119081,12.6341,11.5,25,0.005162363799656123,0.0109,30.5348047357,114.4211906475,0.01606178100012763
40,DATA13,DATA13,2021-11-18 04:39:30.000000,1321245570.0,30.534804707,114.42119079,12.6348,11.6,25,0.005162363799656123,0.0109,30.5348047357,114.4211906474,0.014049612145916927
41,DATA13,DATA13,2021-11-18 04:39:31.000000,1321245571.0,30.534804701,114.421190791,12.634,11.9,25,0.005162363799656123,0.0109,30.5348047357,114.4211906474,0.01430743004985898
42,DATA13,DATA13,2021-11-18 04:39:32.000000,1321245572.0,30.534804701,114.421190803,12.6289,14.4,25,0.005162363799656123,0.0109,30.5348047356,114.4211906474,0.015416949365625477
43,DATA13,DATA13,2021-11-18 04:39:33.000000,1321245573.0,30.534804693,114.421190793,12.6327,12.4,25,0.005162363799656123,0.0109,30.5348047356,114.4211906473,0.014758143369004335
44,DATA13,DATA13,2021-11-18 04:39:34.000000,1321245574.0,30.534804696,114.421190787,12.6358,11.6,25,0.005162363799656123,0.0109,30.5348047356,114.4211906473,0.014106810207552662
45,DATA13,DATA13,2021-11-18 04:39:35.000000,1321245575.0,30.534804692,114.421190797,12.6324,10.4,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015160843710421432
46,DATA13,DATA13,2021-11-18 04:39:36.000000,1321245576.0,30.534804707,114.421190792,12.6357,12.0,25,0.005162363799656123,0.0109,30.5348047356,114.4211906473,0.014243505939228282
47,DATA13,DATA13,2021-11-18 04:39:37.000000,1321245577.0,30.534804716,114.421190805,12.6351,9.7,25,0.005162363799656123,0.0109,30.5348047356,114.4211906473,0.01528886406234172
48,DATA13,DATA13,2021-11-18 04:39:38.000000,1321245578.0,30.534804686,114.421190802,12.6311,12.4,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.01583525143546567
49,DATA13,DATA13,2021-11-18 04:39:39.000000,1321245579.0,30.534804704,114.421190791,12.6326,12.4,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.01423091420889073
50,DATA13,DATA13,2021-11-18 04:39:40.000000,1321245580.0,30.534804699,114.42119079,12.6329,13.1,25,0.005162363799656123,0.0109,30.5348047357,114.4211906474,0.014276620686247543
51,DATA13,DATA13,2021-11-18 04:39:41.000000,1321245581.0,30.534804687,114.421190787,12.6286,12.2,25,0.005162363799656123,0.0109,30.5348047356,114.4211906473,0.014448465444460174
52,DATA13,DATA13,2021-11-18 04:39:42.000000,1321245582.0,30.534804695,114.421190797,12.6311,12.0,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015057864545460797
53,DATA13,DATA13,2021-11-18 04:39:43.000000,1321245583.0,30.534804697,114.421190795,12.6331,10.1,25,0.005162363799656123,0.0109,30.5348047356,114.4211906474,0.014796720712126088
54,DATA13,DATA13,2021-11-18 04:39:44.000000,1321245584.0,30.534804713,114.421190813,12.6325,10.7,25,0.005162363799656123,0.0109,30.5348047357,114.4211906474,0.016089812736926657
55,DATA13,DATA13,2021-11-18 04:39:45.000000,1321245585.0,30.534804686,114.421190798,12.6393,10.6,25,0.005162363799656123,0.0109,30.5348047356,114.4211906474,0.01546304094452344
56,DATA13,DATA13,2021-11-18 04:39:46.000000,1321245586.0,30.534804694,114.421190801,12.632,16.0,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.01545730679353349
57,DATA13,DATA13,2021-11-18 04:39:47.000000,1321245587.0,30.534804684,114.421190801,12.633,12.9,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015824269432383728
58,DATA13,DATA13,2021-11-18 04:39:48.000000,1321245588.0,30.534804713,114.421190799,12.6329,8.8,25,0.005162363799656123,0.0109,30.5348047356,114.4211906474,0.014762449520590009
59,DATA13,DATA13,2021-11-18 04:39:49.000000,1321245589.0,30.534804696,114.421190809,12.6337,12.7,25,0.005162363799656123,0.0109,30.5348047356,114.4211906474,0.016117353923725476
60,DATA13,DATA13,2021-11-18 04:39:50.000000,1321245590.0,30.534804698,114.42119081,12.6386,12.1,25,0.005162363799656123,0.0109,30.5348047356,114.4211906474,0.016151071220394324
61,DATA13,DATA13,2021-11-18 04:39:51.000000,1321245591.0,30.534804696,114.421190805,12.6327,11.9,25,0.005162363799656123,0.0109,30.5348047356,114.4211906474,0.0157483561316001
62,DATA13,DATA13,2021-11-18 04:39:52.000000,1321245592.0,30.53480469,114.421190804,12.6302,12.4,25,0.005162363799656123,0.0109,30.5348047356,114.4211906474,0.01585559797389792
63,DATA13,DATA13,2021-11-18 04:39:53.000000,1321245593.0,30.534804692,114.421190788,12.6283,11.1,25,0.005162363799656123,0.0109,30.5348047356,114.4211906474,0.014332323775252476
64,DATA13,DATA13,2021-11-18 04:39:54.000000,1321245594.0,30.534804695,114.421190815,12.634,9.6,25,0.005162363799656123,0.0109,30.5348047356,114.4211906473,0.016710888096447073
65,DATA13,DATA13,2021-11-18 04:39:55.000000,1321245595.0,30.534804683,114.421190805,12.6326,10.9,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.01622225951248932
66,DATA13,DATA13,2021-11-18 04:39:56.000000,1321245596.0,30.534804713,114.421190792,12.6316,10.9,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.014112318584307497
67,DATA13,DATA13,2021-11-18 04:39:57.000000,1321245597.0,30.534804695,114.421190807,12.6304,13.9,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.01597600596563011
68,DATA13,DATA13,2021-11-18 04:39:58.000000,1321245598.0,30.534804702,114.421190804,12.63,9.6,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015494854996590993
69,DATA13,DATA13,2021-11-18 04:39:59.000000,1321245599.0,30.534804686,114.421190803,12.6322,10.4,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.01592525523658081
70,DATA13,DATA13,2021-11-18 04:40:00.000000,1321245600.0,30.534804677,114.421190789,12.6343,11.8,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015075161278000569
71,DATA13,DATA13,2021-11-18 04:40:01.000000,1321245601.0,30.534804707,114.421190807,12.6331,8.7,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.01565239270949354
72,DATA13,DATA13,2021-11-18 04:40:02.000000,1321245602.0,30.534804697,114.421190802,12.6346,8.9,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015453287093307426
73,DATA13,DATA13,2021-11-18 04:40:03.000000,1321245603.0,30.534804695,114.421190803,12.6307,9.4,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015608150384724608
74,DATA13,DATA13,2021-11-18 04:40:04.000000,1321245604.0,30.534804697,114.421190808,12.6328,10.5,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.016007240019181034
75,DATA13,DATA13,2021-11-18 04:40:05.000000,1321245605.0,30.53480469,114.421190786,12.6385,10.1,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.014241953267328342
76,DATA13,DATA13,2021-11-18 04:40:06.000000,1321245606.0,30.534804702,114.421190798,12.6361,7.7,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.014936698312569992
77,DATA13,DATA13,2021-11-18 04:40:07.000000,1321245607.0,30.534804692,114.421190805,12.6357,9.8,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015890204642162512
78,DATA13,DATA13,2021-11-18 04:40:08.000000,1321245608.0,30.534804701,114.421190811,12.6301,7.7,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.01617361165362004
79,DATA13,DATA13,2021-11-18 04:40:09.000000,1321245609.0,30.5348047,114.421190798,12.6344,7.8,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.014993693987567306
80,DATA13,DATA13,2021-11-18 04:40:10.000000,1321245610.0,30.534804695,114.421190793,12.6321,9.6,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.01469209307889284
81,DATA13,DATA13,2021-11-18 04:40:11.000000,1321245611.0,30.53480469,114.421190801,12.6334,9.7,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015595673836821394
82,DATA13,DATA13,2021-11-18 04:40:12.000000,1321245612.0,30.534804688,114.421190791,12.6331,9.3,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.014769310650927391
83,DATA13,DATA13,2021-11-18 04:40:13.000000,1321245613.0,30.534804715,114.421190808,12.6327,7.9,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015591373248377718
84,DATA13,DATA13,2021-11-18 04:40:14.000000,1321245614.0,30.534804688,114.421190798,12.6341,8.8,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.015398409412794809
85,DATA13,DATA13,2021-11-18 04:40:15.000000,1321245615.0,30.534804693,114.421190814,12.6318,11.1,25,0.005162363799656123,0.0109,30.5348047357,114.4211906473,0.0166830482105997
86,DATA13,DATA13,2021-11-18 04:40:16.000000,1321245616.0,30.534804699,114.42119081,12.6289,10.3,25,0.005162363799656123,0.0109,30.5348047357,114.4211906474,0.016125608844395782
87,DATA13,DATA13,2021-11-18 04:40:17.000000,1321245617.0,30.534804689,114.421190809,12.6353,9.0,25,0.005162363799656123,0.0109,30.5348047357,114.4211906475,0.01634020174569812
88,DATA13,DATA13,2021-11-18 04:40:18.000000,1321245618.0,30.53480469,114.421190793,12.6293,10.5,25,0.005162363799656123,0.0109,30.5348047358,114.4211906478,0.01483037343716384
89,DATA13,DATA13,2021-11-18 04:40:19.000000,1321245619.0,30.534804692,114.421190795,12.6327,8.5,25,0.005162363799656123,0.0109,30.5348047357,114.4211906471,0.014997264197099291
90,DATA13,DATA13,2021-11-18 04:40:20.000000,1321245620.0,30.534804689,114.421190795,12.6359,7.6,25,0.005162363799656123,0.0109,30.5348047349,114.4211906408,0.015648257567404067
91,DATA13,DATA13,2021-11-18 04:40:21.000000,1321245621.0,30.534804685,114.421190803,12.6328,7.5,25,0.005162363799656123,0.0109,30.5348047345,114.4211906383,0.016730981114955794
92,DATA13,DATA13,2021-11-18 04:40:22.000000,1321245622.0,30.53480471,114.421190807,12.6293,11.7,25,0.005162363799656123,0.0109,30.5348047352,114.4211906378,0.016475850300904014
93,DATA13,DATA13,2021-11-18 04:40:23.000000,1321245623.0,30.534804701,114.42119081,12.6307,8.5,25,0.005162363799656123,0.0109,30.5348047354,114.4211906377,0.016968853973901635
94,DATA13,DATA13,2021-11-18 04:40:24.000000,1321245624.0,30.534804689,114.421190803,12.632,10.1,25,0.005162363799656123,0.0109,30.5348047354,114.4211906379,0.016657935807418246
95,DATA13,DATA13,2021-11-18 04:40:25.000000,1321245625.0,30.534804696,114.421190802,12.6266,9.0,25,0.005162363799656123,0.0109,30.5348047358,114.4211906379,0.016354293786299937
96,DATA13,DATA13,2021-11-18 04:40:26.000000,1321245626.0,30.534804679,114.421190796,12.6248,13.2,25,0.005162363799656123,0.0109,30.5348047295,114.4211906515,0.01495443711281179
97,DATA13,DATA13,2021-11-18 04:40:27.000000,1321245627.0,30.534804702,114.421190806,12.6249,9.6,25,0.005162363799656123,0.0109,30.534804738,114.4211906812,0.012623903838558563
98,DATA13,DATA13,2021-11-18 04:40:28.000000,1321245628.0,30.534804698,114.421190815,12.6281,9.6,25,0.005162363799656123,0.0109,30.5348047399,114.4211906941,0.01249748317379858
99,DATA13,DATA13,2021-11-18 04:40:29.000000,1321245629.0,30.534804683,114.42119081,12.6279,10.9,25,0.005162363799656123,0.0109,30.5348047398,114.4211906941,0.012781150651825291
100,DATA13,DATA13,2021-11-18 04:40:30.000000,1321245630.0,30.534804704,114.421190798,12.6308,10.8,25,0.005162363799656123,0.0109,30.534804748,114.4211906854,0.011855636735993613
101,DATA13,DATA13,2021-11-18 04:40:31.000000,1321245631.0,30.534804693,114.421190758,12.6343,12.0,25,0.005162363799656123,0.0109,30.5348047509,114.4211906696,0.010638070998701945
102,DATA13,DATA13,2021-11-18 04:40:32.000000,1321245632.0,30.534804713,114.421190761,12.6405,13.7,25,0.005162363799656123,0.0109,30.5348047513,114.42119067,0.009710328088597077
103,DATA13,DATA13,2021-11-18 04:40:33.000000,1321245633.0,30.534804706,114.421190758,12.6385,9.9,25,0.005162363799656123,0.0109,30.5348047516,114.4211906704,0.009809470270886729
104,DATA13,DATA13,2021-11-18 04:40:34.000000,1321245634.0,30.534804697,114.421190749,12.6345,13.3,25,0.005162363799656123,0.0109,30.5348047517,114.4211906708,0.009648349227198351
105,DATA13,DATA13,2021-11-18 04:40:35.000000,1321245635.0,30.534804702,114.421190747,12.6375,12.4,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.009147305229547082
106,DATA13,DATA13,2021-11-18 04:40:36.000000,1321245636.0,30.53480471,114.421190773,12.6361,14.2,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.010829927324029138
107,DATA13,DATA13,2021-11-18 04:40:37.000000,1321245637.0,30.534804707,114.421190748,12.6353,8.8,25,0.005162363799656123,0.0109,30.5348047519,114.421190671,0.008909496973891698
108,DATA13,DATA13,2021-11-18 04:40:38.000000,1321245638.0,30.534804702,114.421190756,12.6366,12.0,25,0.005162363799656123,0.0109,30.5348047518,114.4211906711,0.009841797084198228
109,DATA13,DATA13,2021-11-18 04:40:39.000000,1321245639.0,30.534804695,114.42119076,12.6359,12.7,25,0.005162363799656123,0.0109,30.5348047518,114.4211906711,0.010603504564958944
110,DATA13,DATA13,2021-11-18 04:40:40.000000,1321245640.0,30.534804699,114.421190749,12.6398,15.0,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.009502243127138717
111,DATA13,DATA13,2021-11-18 04:40:41.000000,1321245641.0,30.534804702,114.421190759,12.6369,10.1,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.01008945121049437
112,DATA13,DATA13,2021-11-18 04:40:42.000000,1321245642.0,30.534804702,114.421190753,12.6385,12.3,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.009612677786405994
113,DATA13,DATA13,2021-11-18 04:40:43.000000,1321245643.0,30.534804698,114.421190759,12.6373,12.1,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.010338768735638786
114,DATA13,DATA13,2021-11-18 04:40:44.000000,1321245644.0,30.534804712,114.421190749,12.6395,11.9,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.008688931734919471
115,DATA13,DATA13,2021-11-18 04:40:45.000000,1321245645.0,30.534804694,114.421190752,12.6377,11.1,25,0.005162363799656123,0.0109,30.5348047517,114.421190671,0.010066778520084961
116,DATA13,DATA13,2021-11-18 04:40:46.000000,1321245646.0,30.534804691,114.421190743,12.6371,11.1,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.00965265227099867
117,DATA13,DATA13,2021-11-18 04:40:47.000000,1321245647.0,30.534804699,114.421190751,12.6368,9.6,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.009654155679826635
118,DATA13,DATA13,2021-11-18 04:40:48.000000,1321245648.0,30.534804694,114.421190745,12.6424,6.5,25,0.005162363799656123,0.0109,30.5348047518,114.421190671,0.009565036167887939
119,DATA13,DATA13,2021-11-18 04:40:49.000000,1321245649.0,30.534804697,114.421190764,12.6405,11.8,25,0.005162363799656123,0.0109,30.5348047519,114.421190671,0.010802503657812703
120,DATA13,DATA13,2021-11-18 04:40:50.000000,1321245650.0,30.534804689,114.421190751,12.6388,8.9,25,0.005162363799656123,0.0108,30.5348047519,114.421190671,0.010371346259628825
121,DATA13,DATA13,2021-11-18 04:40:51.000000,1321245651.0,30.534804703,114.421190755,12.643,6.8,25,0.005162363799656123,0.0108,30.5348047517,114.4211906709,0.009710006626150385
122,DATA13,DATA13,2021-11-18 04:40:52.000000,1321245652.0,30.534804691,114.421190748,12.6396,9.7,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.010008823306622562
123,DATA13,DATA13,2021-11-18 04:40:53.000000,1321245653.0,30.53480469,114.421190762,12.6378,11.2,25,0.005162363799656123,0.0108,30.5348047518,114.4211906708,0.01111472841758146
124,DATA13,DATA13,2021-11-18 04:40:54.000000,1321245654.0,30.5348047,114.421190749,12.6379,10.2,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.009441971246636077
125,DATA13,DATA13,2021-11-18 04:40:55.000000,1321245655.0,30.5348047,114.421190756,12.6394,8.5,25,0.005162363799656123,0.0108,30.5348047519,114.4211906708,0.009997788077954392
126,DATA13,DATA13,2021-11-18 04:40:56.000000,1321245656.0,30.534804694,114.421190754,12.6399,9.1,25,0.005162363799656123,0.0108,30.5348047519,114.4211906709,0.010237079075960867
127,DATA13,DATA13,2021-11-18 04:40:57.000000,1321245657.0,30.534804695,114.421190755,12.6374,12.7,25,0.005162363799656123,0.0108,30.5348047519,114.4211906708,0.010250934240720967
128,DATA13,DATA13,2021-11-18 04:40:58.000000,1321245658.0,30.534804686,114.421190738,12.6434,10.6,25,0.005162363799656123,0.0108,30.5348047518,114.4211906708,0.009736542007272484
129,DATA13,DATA13,2021-11-18 04:40:59.000000,1321245659.0,30.534804684,114.421190768,12.6372,9.4,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.011971858173878839
130,DATA13,DATA13,2021-11-18 04:41:00.000000,1321245660.0,30.53480469,114.42119075,12.6396,11.0,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.010225473624926694
131,DATA13,DATA13,2021-11-18 04:41:01.000000,1321245661.0,30.534804692,114.421190761,12.6343,11.2,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.01089548457693217
132,DATA13,DATA13,2021-11-18 04:41:02.000000,1321245662.0,30.534804681,114.421190759,12.6381,10.2,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.01153627689680264
133,DATA13,DATA13,2021-11-18 04:41:03.000000,1321245663.0,30.534804706,114.421190761,12.6331,14.3,25,0.005162363799656123,0.0108,30.5348047518,114.4211906708,0.010035318603837759
134,DATA13,DATA13,2021-11-18 04:41:04.000000,1321245664.0,30.534804683,114.421190755,12.6402,8.8,25,0.005162363799656123,0.0108,30.5348047518,114.4211906708,0.011111520223423543
135,DATA13,DATA13,2021-11-18 04:41:05.000000,1321245665.0,30.534804681,114.421190755,12.6344,11.7,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.011257990182828874
136,DATA13,DATA13,2021-11-18 04:41:06.000000,1321245666.0,30.534804687,114.421190743,12.6354,10.3,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.009974020306971901
137,DATA13,DATA13,2021-11-18 04:41:07.000000,1321245667.0,30.534804685,114.421190756,12.6375,11.3,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.011024334533015668
138,DATA13,DATA13,2021-11-18 04:41:08.000000,1321245668.0,30.534804689,114.42119077,12.6357,11.7,25,0.005162363799656123,0.0108,30.5348047518,114.4211906709,0.011786156755982106
139,DATA13,DATA13,2021-11-18 04:41:09.000000,1321245669.0,30.534804693,114.421190753,12.6343,8.1,25,0.005162363799656123,0.0108,30.5348047518,114.4211906708,0.010233209336331333
140,DATA13,DATA13,2021-11-18 04:41:10.000000,1321245670.0,30.534804698,114.421190752,12.6326,9.4,25,0.005162363799656123,0.0108,30.5348047519,114.4211906708,0.009819709971486488
141,DATA13,DATA13,2021-11-18 04:41:11.000000,1321245671.0,30.534804681,114.421190733,12.6393,9.9,25,0.005162363799656123,0.0108,30.5348047519,114.4211906708,0.00986966461828147
142,DATA13,DATA13,2021-11-18 04:41:12.000000,1321245672.0,30.53480469,114.421190748,12.6374,8.5,25,0.005232590180780452,0.011,30.5348047519,114.4211906708,0.010098389402921452
143,DATA13,DATA13,2021-11-18 04:41:13.000000,1321245673.0,30.534804687,114.421190769,12.6388,8.0,25,0.005232590180780452,0.011,30.5348047519,114.4211906708,0.011856396367235145
144,DATA13,DATA13,2021-11-18 04:41:14.000000,1321245674.0,30.534804689,114.421190757,12.6361,8.2,25,0.005232590180780452,0.011,30.5348047518,114.4211906708,0.010812028682846404
145,DATA13,DATA13,2021-11-18 04:41:15.000000,1321245675.0,30.534804696,114.421190751,12.637,11.0,25,0.005232590180780452,0.011,30.5348047518,114.4211906708,0.009874309893277559
146,DATA13,DATA13,2021-11-18 04:41:16.000000,1321245676.0,30.534804697,114.42119075,12.6376,9.7,25,0.005232590180780452,0.011,30.5348047518,114.4211906708,0.009730094217138175
