epoch_id,campaign_id,sequence_id,output_time,gps_seconds,fixed_lat_deg,fixed_lon_deg,fixed_height_m,ratio,n_sat_solution,pos_sigma_h,pos_sigma_v,reference_lat_deg,reference_lon_deg,fixed_error_h,risk_score,requires_review,quality_category,actual_exceeds_tolerance
735,DATA13,DATA13,2021-11-18 04:51:08.000000,1321246268.0,30.534804701,114.421190786,12.6141,54.1,24,0.0052345009313209,0.0113,30.5348047563,114.421190672,0.0125406753247505,0.000392622430640271,False,В пределах допуска — принято,False
736,DATA13,DATA13,2021-11-18 04:51:09.000000,1321246269.0,30.534804689,114.421190791,12.6115,38.1,24,0.0052345009313209,0.0113,30.5348047563,114.421190672,0.013641071910455,0.0006810972621445919,False,В пределах допуска — принято,False
737,DATA13,DATA13,2021-11-18 04:51:10.000000,1321246270.0,30.534804688,114.421190773,12.6154,41.9,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0123062884991378,0.0005975820939736869,False,В пределах допуска — принято,False
738,DATA13,DATA13,2021-11-18 04:51:11.000000,1321246271.0,30.534804693,114.421190783,12.61,23.9,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0127620155551764,0.0011103349220337344,False,В пределах допуска — принято,False
739,DATA13,DATA13,2021-11-18 04:51:12.000000,1321246272.0,30.534804704,114.421190783,12.6098,31.5,24,0.0052345009313209,0.0113,30.5348047563,114.421190672,0.0121278587266021,0.0008548095735555967,False,В пределах допуска — принято,False
740,DATA13,DATA13,2021-11-18 04:51:13.000000,1321246273.0,30.534804698,114.421190789,12.6123,41.7,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.012960807219975,0.0006017107545549437,False,В пределах допуска — принято,False
741,DATA13,DATA13,2021-11-18 04:51:14.000000,1321246274.0,30.534804684,114.421190785,12.6143,36.8,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0134913314974511,0.0007122681703655956,False,В пределах допуска — принято,False
742,DATA13,DATA13,2021-11-18 04:51:15.000000,1321246275.0,30.534804711,114.421190781,12.6093,38.5,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0116080838971385,0.0006717832913451632,False,В пределах допуска — принято,False
743,DATA13,DATA13,2021-11-18 04:51:16.000000,1321246276.0,30.534804694,114.421190774,12.6144,29.2,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.011986190636445,0.0009252235539607284,False,В пределах допуска — принято,False
744,DATA13,DATA13,2021-11-18 04:51:17.000000,1321246277.0,30.534804698,114.421190787,12.6118,41.4,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0127948989792807,0.0006079572581627078,False,В пределах допуска — принято,False
745,DATA13,DATA13,2021-11-18 04:51:18.000000,1321246278.0,30.5348047,114.421190794,12.6152,37.3,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0132727437670653,0.0007001141234148871,False,В пределах допуска — принято,False
746,DATA13,DATA13,2021-11-18 04:51:19.000000,1321246279.0,30.534804695,114.421190789,12.6124,53.3,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0131301056649552,0.000403588062507033,False,В пределах допуска — принято,False
747,DATA13,DATA13,2021-11-18 04:51:20.000000,1321246280.0,30.534804704,114.421190782,12.6081,21.7,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0120489992022117,0.0011976445757634357,False,В пределах допуска — принято,False
748,DATA13,DATA13,2021-11-18 04:51:21.000000,1321246281.0,30.534804681,114.421190777,12.6188,41.5,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.013092158975895,0.0006058679225239969,False,В пределах допуска — принято,False
749,DATA13,DATA13,2021-11-18 04:51:22.000000,1321246282.0,30.534804694,114.421190793,12.6154,26.5,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0135162275092253,0.0010153117506086834,False,В пределах допуска — принято,False
750,DATA13,DATA13,2021-11-18 04:51:23.000000,1321246283.0,30.534804702,114.42119078,12.617,51.6,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0119911795920763,0.00042791713332387623,False,В пределах допуска — принято,False
751,DATA13,DATA13,2021-11-18 04:51:24.000000,1321246284.0,30.534804683,114.421190764,12.6106,25.6,24,0.0052345009313209,0.0113,30.5348047564,114.421190672,0.0120067516134706,0.001047247888646167,False,В пределах допуска — принято,False
752,DATA13,DATA13,2021-11-18 04:51:25.000000,1321246285.0,30.534804696,114.421190788,12.6129,32.0,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0129963670682685,0.0008402252646770449,False,В пределах допуска — принято,False
753,DATA13,DATA13,2021-11-18 04:51:26.000000,1321246286.0,30.534804699,114.421190762,12.614,55.7,23,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0107345201441465,0.0006425100013657139,False,В пределах допуска — принято,False
754,DATA13,DATA13,2021-11-18 04:51:27.000000,1321246287.0,30.534804692,114.421190771,12.616,67.2,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.011890787026908,0.00026674607803183625,False,В пределах допуска — принято,False
755,DATA13,DATA13,2021-11-18 04:51:28.000000,1321246288.0,30.534804693,114.421190772,12.6129,104.5,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0119016936495583,7.38202131468172e-05,False,В пределах допуска — принято,False
756,DATA13,DATA13,2021-11-18 04:51:29.000000,1321246289.0,30.534804687,114.421190782,12.6144,42.1,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0130689492030822,0.00063304402402431,False,В пределах допуска — принято,False
757,DATA13,DATA13,2021-11-18 04:51:30.000000,1321246290.0,30.53480468,114.421190752,12.619,42.5,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0114396392172106,0.0006243867682588292,False,В пределах допуска — принято,False
758,DATA13,DATA13,2021-11-18 04:51:31.000000,1321246291.0,30.534804705,114.42119078,12.6114,57.3,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0118327472114824,0.0003516584268249829,False,В пределах допуска — принято,False
759,DATA13,DATA13,2021-11-18 04:51:32.000000,1321246292.0,30.534804693,114.421190776,12.6119,62.1,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0122133156692265,0.0003179593468172617,False,В пределах допуска — принято,False
760,DATA13,DATA13,2021-11-18 04:51:33.000000,1321246293.0,30.534804696,114.42119077,12.6155,59.2,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0115512525410374,0.0003513508242655135,False,В пределах допуска — принято,False
761,DATA13,DATA13,2021-11-18 04:51:34.000000,1321246294.0,30.534804696,114.421190774,12.6172,35.3,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0118658693663282,0.0007999983467234568,False,В пределах допуска — принято,False
762,DATA13,DATA13,2021-11-18 04:51:35.000000,1321246295.0,30.534804684,114.421190789,12.6141,79.1,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0138082093100366,0.00017705714854510227,False,В пределах допуска — принято,False
763,DATA13,DATA13,2021-11-18 04:51:36.000000,1321246296.0,30.534804688,114.421190761,12.6156,33.1,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.01142872973487,0.0008629261935851297,False,В пределах допуска — принято,False
764,DATA13,DATA13,2021-11-18 04:51:37.000000,1321246297.0,30.534804696,114.421190759,12.6118,29.0,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0107093694669741,0.0009316137605752589,False,В пределах допуска — принято,False
765,DATA13,DATA13,2021-11-18 04:51:38.000000,1321246298.0,30.534804698,114.421190756,12.6155,37.0,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0103460691197124,0.0007073814529278788,False,В пределах допуска — принято,False
766,DATA13,DATA13,2021-11-18 04:51:39.000000,1321246299.0,30.534804701,114.421190761,12.612,34.0,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0105263414450638,0.0008366062933987589,False,В пределах допуска — принято,False
767,DATA13,DATA13,2021-11-18 04:51:40.000000,1321246300.0,30.534804696,114.421190756,12.6107,35.4,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0104864793512647,0.0007972495597772774,False,В пределах допуска — принято,False
768,DATA13,DATA13,2021-11-18 04:51:41.000000,1321246301.0,30.534804691,114.421190757,12.6149,31.8,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0109208748427963,0.0009024111196436898,False,В пределах допуска — принято,False
769,DATA13,DATA13,2021-11-18 04:51:42.000000,1321246302.0,30.534804691,114.421190747,12.6121,29.7,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0102240240547575,0.0009700429345366109,False,В пределах допуска — принято,False
770,DATA13,DATA13,2021-11-18 04:51:43.000000,1321246303.0,30.534804692,114.421190747,12.6157,32.8,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0101455864953221,0.0008174057452908608,False,В пределах допуска — принято,False
771,DATA13,DATA13,2021-11-18 04:51:44.000000,1321246304.0,30.534804697,114.42119076,12.6147,29.6,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0107157541206277,0.000912574217028347,False,В пределах допуска — принято,False
772,DATA13,DATA13,2021-11-18 04:51:45.000000,1321246305.0,30.534804703,114.42119077,12.6161,33.6,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0111186217714529,0.0007952054836810727,False,В пределах допуска — принято,False
773,DATA13,DATA13,2021-11-18 04:51:46.000000,1321246306.0,30.53480469,114.421190765,12.6171,42.9,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0115759158766752,0.000577359614517971,False,В пределах допуска — принято,False
774,DATA13,DATA13,2021-11-18 04:51:47.000000,1321246307.0,30.534804717,114.421190763,12.61,32.6,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0097692323934428,0.0008230519041762604,False,В пределах допуска — принято,False
775,DATA13,DATA13,2021-11-18 04:51:48.000000,1321246308.0,30.534804702,114.421190754,12.6117,45.2,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0099211099990242,0.000568965429971636,False,В пределах допуска — принято,False
776,DATA13,DATA13,2021-11-18 04:51:49.000000,1321246309.0,30.534804707,114.421190741,12.6142,46.0,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0085999823300637,0.0005535089240591262,False,В пределах допуска — принято,False
777,DATA13,DATA13,2021-11-18 04:51:50.000000,1321246310.0,30.53480471,114.421190753,12.6086,51.6,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0093272044648265,0.00042791713332387623,False,В пределах допуска — принято,False
778,DATA13,DATA13,2021-11-18 04:51:51.000000,1321246311.0,30.534804704,114.42119075,12.613,36.0,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0094817918105426,0.0007321547143860706,False,В пределах допуска — принято,False
779,DATA13,DATA13,2021-11-18 04:51:52.000000,1321246312.0,30.534804695,114.421190763,12.6121,36.7,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0110791248931293,0.0007147241648714496,False,В пределах допуска — принято,False
780,DATA13,DATA13,2021-11-18 04:51:53.000000,1321246313.0,30.534804694,114.421190739,12.6215,31.6,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0094524846487821,0.0008518726163015489,False,В пределах допуска — принято,False
781,DATA13,DATA13,2021-11-18 04:51:54.000000,1321246314.0,30.534804712,114.421190763,12.6112,40.8,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.0100299468631803,0.0006206453566891431,False,В пределах допуска — принято,False
782,DATA13,DATA13,2021-11-18 04:51:55.000000,1321246315.0,30.534804714,114.421190751,12.6162,31.5,24,0.0052345009313209,0.0113,30.5348047565,114.421190672,0.008926052232316,0.0008548095735555967,False,В пределах допуска — принято,False
783,DATA13,DATA13,2021-11-18 04:51:56.000000,1321246316.0,30.534804698,114.421190749,12.6145,30.6,23,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0098316998001026,0.0015240235013312454,False,В пределах допуска — принято,False
784,DATA13,DATA13,2021-11-18 04:51:57.000000,1321246317.0,30.534804688,114.421190744,12.6157,36.0,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.010266942073331,0.0007809538929691843,False,В пределах допуска — принято,False
785,DATA13,DATA13,2021-11-18 04:51:58.000000,1321246318.0,30.53480469,114.421190761,12.6223,21.3,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0112826181440917,0.001295129770622707,False,В пределах допуска — принято,False
786,DATA13,DATA13,2021-11-18 04:51:59.000000,1321246319.0,30.534804681,114.421190747,12.615,30.8,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0110390231531052,0.0009340081464569466,False,В пределах допуска — принято,False
787,DATA13,DATA13,2021-11-18 04:52:00.000000,1321246320.0,30.534804693,114.421190755,12.6173,38.2,24,0.0054451813560247,0.0118,30.5348047565,114.421190672,0.0106301589557041,0.000723999445173742,False,В пределах допуска — принято,False
788,DATA13,DATA13,2021-11-18 04:52:01.000000,1321246321.0,30.534804685,114.421190757,12.617,45.1,23,0.0054451813560247,0.0118,30.5348047565,114.4211906719,0.01138089607678,0.0009254064520932346,False,В пределах допуска — принято,False
789,DATA13,DATA13,2021-11-18 04:52:02.000000,1321246322.0,30.53480469,114.421190742,12.6184,44.6,24,0.0054451813560247,0.0118,30.5348047565,114.4211906719,0.009980244966342,0.000580840240037376,False,В пределах допуска — принято,False
790,DATA13,DATA13,2021-11-18 04:52:03.000000,1321246323.0,30.534804687,114.421190766,12.6183,28.5,24,0.0054451813560247,0.0118,30.5348047565,114.4211906719,0.0118706203789268,0.0010109394196217553,False,В пределах допуска — принято,False
791,DATA13,DATA13,2021-11-18 04:52:04.000000,1321246324.0,30.534804691,114.421190764,12.6208,53.4,24,0.0054451813560247,0.0118,30.5348047565,114.4211906719,0.0114387638785157,0.00042901749989470816,False,В пределах допуска — принято,False
792,DATA13,DATA13,2021-11-18 04:52:05.000000,1321246325.0,30.534804694,114.421190767,12.6172,35.0,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0114652304026,0.000808301656499164,False,В пределах допуска — принято,False
793,DATA13,DATA13,2021-11-18 04:52:06.000000,1321246326.0,30.534804696,114.421190747,12.6187,43.1,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0098526562114504,0.0006116222293860374,False,В пределах допуска — принято,False
794,DATA13,DATA13,2021-11-18 04:52:07.000000,1321246327.0,30.534804691,114.421190765,12.6162,39.8,24,0.0052345009313209,0.0113,30.5348047565,114.4211906719,0.0115130741528002,0.0006423829791825694,False,В пределах допуска — принято,False
795,DATA13,DATA13,2021-11-18 04:52:08.000000,1321246328.0,30.534804717,114.421190773,12.6106,30.9,24,0.0052345009313209,0.0113,30.5348047565,114.4211906719,0.0106445204175077,0.0008726449938631021,False,В пределах допуска — принято,False
796,DATA13,DATA13,2021-11-18 04:52:09.000000,1321246329.0,30.53480472,114.421190771,12.6108,24.9,24,0.0052345009313209,0.0113,30.5348047565,114.4211906719,0.0103351933042236,0.0010727792540620447,False,В пределах допуска — принято,False
797,DATA13,DATA13,2021-11-18 04:52:10.000000,1321246330.0,30.534804701,114.421190757,12.6137,28.0,24,0.0052345009313209,0.0113,30.5348047565,114.4211906719,0.0102250118915406,0.0009642323019639407,False,В пределах допуска — принято,False
798,DATA13,DATA13,2021-11-18 04:52:11.000000,1321246331.0,30.534804693,114.421190758,12.6144,35.1,24,0.0052345009313209,0.0113,30.5348047565,114.4211906719,0.0108548541394757,0.0007551910183576274,False,В пределах допуска — принято,False
799,DATA13,DATA13,2021-11-18 04:52:12.000000,1321246332.0,30.53480472,114.42119078,12.6165,18.8,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0111390987001417,0.0013232966107755977,False,В пределах допуска — принято,False
800,DATA13,DATA13,2021-11-18 04:52:13.000000,1321246333.0,30.534804688,114.421190759,12.6164,31.0,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0113005763179989,0.0008696468109560276,False,В пределах допуска — принято,False
801,DATA13,DATA13,2021-11-18 04:52:14.000000,1321246334.0,30.53480472,114.421190755,12.6148,28.9,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.008947581458466,0.0009348253800361982,False,В пределах допуска — принято,False
802,DATA13,DATA13,2021-11-18 04:52:15.000000,1321246335.0,30.534804694,114.421190746,12.6189,22.8,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0099362533207099,0.0011531646873028422,False,В пределах допуска — принято,False
803,DATA13,DATA13,2021-11-18 04:52:16.000000,1321246336.0,30.534804697,114.42119076,12.6159,35.7,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0107301410321307,0.0007397543856594317,False,В пределах допуска — принято,False
804,DATA13,DATA13,2021-11-18 04:52:17.000000,1321246337.0,30.534804702,114.421190759,12.6162,29.9,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0103201103916732,0.0009032007316149025,False,В пределах допуска — принято,False
805,DATA13,DATA13,2021-11-18 04:52:18.000000,1321246338.0,30.534804717,114.421190758,12.6143,21.1,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0093564629108252,0.0012226244224864261,False,В пределах допуска — принято,False
806,DATA13,DATA13,2021-11-18 04:52:19.000000,1321246339.0,30.53480471,114.421190761,12.6155,29.9,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0099899831478776,0.0009032007316149025,False,В пределах допуска — принято,False
807,DATA13,DATA13,2021-11-18 04:52:20.000000,1321246340.0,30.534804703,114.421190745,12.6218,37.8,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0091934932995982,0.0006881673286401091,False,В пределах допуска — принято,False
808,DATA13,DATA13,2021-11-18 04:52:21.000000,1321246341.0,30.534804721,114.421190755,12.6214,19.3,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0088978566791596,0.0013007296295554382,False,В пределах допуска — принято,False
809,DATA13,DATA13,2021-11-18 04:52:22.000000,1321246342.0,30.53480472,114.421190754,12.6127,20.8,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0088621574336284,0.0012353088123358592,False,В пределах допуска — принято,False
810,DATA13,DATA13,2021-11-18 04:52:23.000000,1321246343.0,30.534804705,114.421190762,12.6163,28.9,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0103674781789227,0.0009348253800361982,False,В пределах допуска — принято,False
811,DATA13,DATA13,2021-11-18 04:52:24.000000,1321246344.0,30.534804712,114.421190747,12.6173,24.3,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0087400091938094,0.001095157580567756,False,В пределах допуска — принято,False
812,DATA13,DATA13,2021-11-18 04:52:25.000000,1321246345.0,30.53480472,114.42119077,12.6126,47.5,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0102513400780284,0.000492796172895378,False,В пределах допуска — принято,False
813,DATA13,DATA13,2021-11-18 04:52:26.000000,1321246346.0,30.534804667,114.421190745,12.6321,22.6,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0121605671619904,0.001161127376673455,False,В пределах допуска — принято,False
814,DATA13,DATA13,2021-11-18 04:52:27.000000,1321246347.0,30.534804711,114.421190755,12.6192,43.9,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0094420123893267,0.0005578210919994855,False,В пределах допуска — принято,False
815,DATA13,DATA13,2021-11-18 04:52:28.000000,1321246348.0,30.534804728,114.421190762,12.6209,24.0,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0092094451215959,0.0011065210023180772,False,В пределах допуска — принято,False
816,DATA13,DATA13,2021-11-18 04:52:29.000000,1321246349.0,30.534804703,114.421190743,12.6184,33.4,23,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0090478926693904,0.0013840909643670993,False,В пределах допуска — принято,False
817,DATA13,DATA13,2021-11-18 04:52:30.000000,1321246350.0,30.534804693,114.421190739,12.6196,39.5,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0095487029110863,0.0006923154982364254,False,В пределах допуска — принято,False
818,DATA13,DATA13,2021-11-18 04:52:31.000000,1321246351.0,30.534804705,114.421190753,12.6222,42.0,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0096589331705032,0.0005955283928845524,False,В пределах допуска — принято,False
819,DATA13,DATA13,2021-11-18 04:52:32.000000,1321246352.0,30.534804693,114.421190744,12.618,24.9,23,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.00987863241634,0.0018540433063657254,False,В пределах допуска — принято,False
820,DATA13,DATA13,2021-11-18 04:52:33.000000,1321246353.0,30.534804698,114.42119072,12.6194,35.4,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0079693863069565,0.0007972495597772774,False,В пределах допуска — принято,False
821,DATA13,DATA13,2021-11-18 04:52:34.000000,1321246354.0,30.534804706,114.42119074,12.6197,31.4,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0086125854803951,0.0009149197132650717,False,В пределах допуска — принято,False
822,DATA13,DATA13,2021-11-18 04:52:35.000000,1321246355.0,30.534804701,114.421190752,12.6192,29.4,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0098529457895631,0.0009801094328706031,False,В пределах допуска — принято,False
823,DATA13,DATA13,2021-11-18 04:52:36.000000,1321246356.0,30.534804679,114.421190754,12.6251,24.6,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0116654863352712,0.001156127833072701,False,В пределах допуска — принято,False
824,DATA13,DATA13,2021-11-18 04:52:37.000000,1321246357.0,30.534804712,114.421190768,12.6144,42.9,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0104640779282005,0.000577359614517971,False,В пределах допуска — принято,False
825,DATA13,DATA13,2021-11-18 04:52:38.000000,1321246358.0,30.534804715,114.421190772,12.6144,31.7,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0106557997582715,0.0008489457412800216,False,В пределах допуска — принято,False
826,DATA13,DATA13,2021-11-18 04:52:39.000000,1321246359.0,30.534804719,114.421190771,12.6118,40.4,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0103835444508384,0.0006292507696479896,False,В пределах допуска — принято,False
827,DATA13,DATA13,2021-11-18 04:52:40.000000,1321246360.0,30.534804703,114.421190756,12.6175,51.7,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0100222243426129,0.0004264462683634094,False,В пределах допуска — принято,False
828,DATA13,DATA13,2021-11-18 04:52:41.000000,1321246361.0,30.534804702,114.421190763,12.6102,45.9,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0106333920378494,0.0005207042682911899,False,В пределах допуска — принято,False
829,DATA13,DATA13,2021-11-18 04:52:42.000000,1321246362.0,30.534804712,114.421190765,12.6124,43.6,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0102112559576806,0.0005636122234501279,False,В пределах допуска — принято,False
830,DATA13,DATA13,2021-11-18 04:52:43.000000,1321246363.0,30.534804705,114.421190749,12.617,37.7,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0093523994020067,0.0006905402776947528,False,В пределах допуска — принято,False
831,DATA13,DATA13,2021-11-18 04:52:44.000000,1321246364.0,30.5348047,114.421190756,12.6158,39.7,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0102229238119972,0.0006445981557822572,False,В пределах допуска — принято,False
832,DATA13,DATA13,2021-11-18 04:52:45.000000,1321246365.0,30.534804686,114.42119076,12.6207,36.3,23,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0115212030241197,0.0012526735156043424,False,В пределах допуска — принято,False
833,DATA13,DATA13,2021-11-18 04:52:46.000000,1321246366.0,30.534804682,114.421190751,12.6189,37.6,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0112257832778903,0.0007391075589097609,False,В пределах допуска — принято,False
834,DATA13,DATA13,2021-11-18 04:52:47.000000,1321246367.0,30.534804697,114.421190757,12.6165,27.4,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0105047984754543,0.001049939159100423,False,В пределах допуска — принято,False
835,DATA13,DATA13,2021-11-18 04:52:48.000000,1321246368.0,30.534804689,114.421190762,12.6131,40.4,24,0.0054451813560247,0.0118,30.5348047566,114.4211906719,0.0114422332626771,0.0006711958572689749,False,В пределах допуска — принято,False
836,DATA13,DATA13,2021-11-18 04:52:49.000000,1321246369.0,30.534804696,114.421190791,12.62,29.6,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0132576832813682,0.000912574217028347,False,В пределах допуска — принято,False
837,DATA13,DATA13,2021-11-18 04:52:50.000000,1321246370.0,30.534804717,114.421190775,12.6156,34.6,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0108242355198833,0.0007683004702608942,False,В пределах допуска — принято,False
838,DATA13,DATA13,2021-11-18 04:52:51.000000,1321246371.0,30.534804691,114.421190782,12.6141,25.4,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0128267085475791,0.0010544799866109348,False,В пределах допуска — принято,False
839,DATA13,DATA13,2021-11-18 04:52:52.000000,1321246372.0,30.534804712,114.421190783,12.6047,28.6,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.011752417202096,0.0009445267581628901,False,В пределах допуска — принято,False
840,DATA13,DATA13,2021-11-18 04:52:53.000000,1321246373.0,30.534804706,114.421190767,12.6079,32.0,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0107124384087463,0.0008402252646770449,False,В пределах допуска — принято,False
841,DATA13,DATA13,2021-11-18 04:52:54.000000,1321246374.0,30.534804698,114.421190759,12.6105,21.5,23,0.0052345009313209,0.0116,30.5348047566,114.4211906719,0.0105862997605556,0.0019710398547292574,False,В пределах допуска — принято,False
842,DATA13,DATA13,2021-11-18 04:52:55.000000,1321246375.0,30.534804693,114.421190752,12.6146,24.1,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0104307517411644,0.0011027201686770176,False,В пределах допуска — принято,False
843,DATA13,DATA13,2021-11-18 04:52:56.000000,1321246376.0,30.534804692,114.421190769,12.6131,29.5,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0117523702961627,0.0009157202602551166,False,В пределах допуска — принято,False
844,DATA13,DATA13,2021-11-18 04:52:57.000000,1321246377.0,30.534804707,114.421190773,12.6149,22.6,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0111519499688217,0.001161127376673455,False,В пределах допуска — принято,False
845,DATA13,DATA13,2021-11-18 04:52:59.000000,1321246379.0,30.534804705,114.421190771,12.6153,40.4,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0110980247107948,0.0006292507696479896,False,В пределах допуска — принято,False
846,DATA13,DATA13,2021-11-18 04:53:00.000000,1321246380.0,30.534804694,114.421190752,12.6099,19.1,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0103561357195754,0.0013097099299456615,False,В пределах допуска — принято,False
847,DATA13,DATA13,2021-11-18 04:53:01.000000,1321246381.0,30.534804692,114.421190744,12.6102,26.7,24,0.0052345009313209,0.0116,30.5348047566,114.4211906719,0.0099580619865619,0.0010172153504129598,False,В пределах допуска — принято,False
848,DATA13,DATA13,2021-11-18 04:53:02.000000,1321246382.0,30.534804702,114.421190756,12.6186,24.5,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0100883490834166,0.0010876468011279678,False,В пределах допуска — принято,False
849,DATA13,DATA13,2021-11-18 04:53:03.000000,1321246383.0,30.534804689,114.421190737,12.6176,21.7,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0097566780892314,0.0011976445757634357,False,В пределах допуска — принято,False
850,DATA13,DATA13,2021-11-18 04:53:04.000000,1321246384.0,30.534804708,114.421190756,12.6194,15.0,24,0.0052345009313209,0.0113,30.5348047566,114.4211906719,0.0097038464525273,0.0015080810670303074,False,В пределах допуска — принято,False
